pdtsc_135_3.04.t##7.3	Oni <<verb:jeli>> <<prep:s>> rodinou <<f%MEANS:škodovkou>> 1203 , to je ta bývalá sanitka , a v té byli jako celá rodina - má dvě děti . 	ACMP	community
pdtsc_027_1.08.t##7.1	Svačiny si <<verb:bereme>> <<prep:s>> <<f%MANN:sebou>> . 	MANN	idiom
wsj0598.cz.t##13.9	Toto prohlášení rozhořčilo předsedu Greenspana , ale Bushova administrativa i finanční burzy ho <<prep:s>> <<f%MANN:radostí>> <<verb:uvítaly>> . 	MANN	of-event
ln95048_051.t##89.1	Prý bychom <<verb:dojeli>> do Nairobi <<prep:s>> přílišným <<f%ACMP:zpožděním>> . 	MANN	of-result
pdtsc_017_2.03.t##14.16	Akorát jsme ještě nevěděli , jak to uděláme se psem , jestli bude moct jít nebo nebude moct <<verb:jít>> <<prep:s>> <<f%ACMP:námi>> . 	ACMP	community
wsj2106.cz.t##16.10	Je to hudba pro lidi , kteří chtějí slyšet něco odlišného , ale nechtějí se <<prep:s>> <<f%MEANS:tím>> nijak zvlášť <<verb:zatěžovat>> . 	MEANS	tool-abstract		
pdtsc_020_1.00.t##8.1	<<verb:Začněme>> třeba <<prep:s>> <<f%ACMP:touhle>> . 	OTHER	other		
wsj1677.cz.t##50.10	A jestliže je uživatel zaneprázdněn , " může produkt nastavit do krizového módu : ' <<verb:Neobtěžujte>> mě <<prep:se>> <<f%MEANS:zprávami>> do pondělí ' " . 	MEANS	tool-abstract	MEANS	tool
pdtsc_043_2.09.t##6.7	Někdy jí ten tlak vylítne a <<verb:má>> <<prep:s>> <<f%REG:tím>> dost běhání po nemocnicích . 	COND	because
wsj1274.cz.t##36.1	Společnost Jim Beam Brands <<verb:vytvořila>> společný distribuční podnik <<prep:s>> <<f%ACMP:lihovarem>> Nikka Whiskey Co . 	ACMP	community
mf930709_053.t##16.18	" Chceme uvádět loutkové divadlo do širších souvislostí , se stejnou prestiží a respektem , <<prep:s>> <<f%ACMP:jakými>> se <<verb:díváme>> na ostatní druhy umění , " říká o zaměření institutu Josef Krofta . 	MANN	of-event
wsj1567.cz.t##45.1	Poté <<verb:rozeslal>> pejskovu fotografii <<prep:s>> <<f%ACMP:potvrzením>> o členství - vydaném na jméno " Boris ' Bo ' Regaard " - všem možným novinám . ) 	CIRC	side-effect	ACMP	association
pdtsc_046_1.01.t##41.3	Zkoušeli jsme <<verb:skákat>> <<prep:s>> <<f%MEANS:padákem>> , když byla , dá se říct , letecká mánie . 	MEANS	tool	MEANS	transport
ln94209_56.t##40.3	Naučil jsem se <<verb:dělat>> <<prep:s>> <<f%MEANS:pilou>> v lese . 	MEANS	tool
pdtsc_039_1.03.t##37.2	Potom se smělo <<verb:vzít>> <<prep:s>> <<f%LOC:sebou>> padesát kilo na osobu , tak jsme brali oblečení . 	MANN	idiom
ln94210_130.t##16.27	Roman působí , jak známo , v Tampa Bay Lightning , méně úspěšný Martin se loni neprosadil do prvního mužstva Hartfordu a přestoupil do St . Louis , kde ho <<prep:s>> největší <<f%MOD:pravděpodobností>> opět <<verb:čeká>> farmářský tým . 	MOD	mod		
wsj0954.cz.t##1.1	C . Hyde Tucker se <<prep:s>> <<f%MANN:platností>> od 1 . ledna <<verb:stane>> prezidentem a generálním ředitelem společnosti Bell Atlantic International Inc . , jednotky tohoto telekomunikačního koncernu . 	TSIN	validity	OTHER	other
pdtsc_017_2.00.t##48.1	<<verb:Bydlela>> jsem <<prep:s>> tou <<f%ACMP:dívkou>> v přízemí . 	ACMP	community
wsj0944.cz.t##22.4	Soudce Oakes <<verb:pojal>> případ Salinger <<prep:s>> úplně rozdílným <<f%ACMP:názorem>> , přičemž poukázal na to , že žijící osoba , jakou je například Salinger , má právo na soukromí , které se netýká zesnulé osoby , jakou je například Hubbard . 	MANN	of-event
pdtsc_146_2.02.t##10.1	Pak jsme <<verb:chodili>> na různé akce hodně <<prep:se>> <<f%ACMP:sokolem>> . 	OTHER	other	ACMP	community
pdtsc_115_3.14.t##9.1	<<verb:Měly>> jsme <<prep:s>> <<f%MANN:sebou>> vždycky , pamatuju si to jako dneska , dva krajíce chleba namazané sádlem , máslem ne , protože bylo teplo , a dvě na tvrdo uvařené vajíčka . 	MANN	idiom
pdtsc_051_2.07.t##17.8	Mě to ale s nimi docela bavilo , <<verb:jezdili>> jsme <<prep:s>> <<f%ACMP:nimi>> na výlety . 	ACMP	community
wsj2202.cz.t##4.25	Tým , který doslova vyběhl s Chicago Cubs v play - off Národní ligy , udržel pouze jeden ze dvou zápasů proti domácímu týmu Oakland Athletics , přezdívanému Áčko , partě , která <<verb:dopadla>> podobně <<prep:s>> <<f%REG:týmy>> Los Angeles Dodgers a Orel Hershiser v loňském turnaji . 	REG	regard		
wsj1163.cz.t##35.1	Marni Riceová <<verb:hraje>> služebnou <<prep:s>> takovou <<f%MANN:břitkostí>> , jako by si své dva výstupy chtěla přivlastnit . 	MANN	of-agent	MANN	of-event
ln94208_8.t##18.15	U našeho auta poněkud zlobilo nepříliš poddajné řazení , ale to lze přičíst skutečnosti , že jsme <<verb:vyjeli>> <<prep:s>> <<f%MEANS:vozem>> , který neměl najeto ani celých čtyřicet kilometrů . 	MEANS	transport
mf920922_023.t##19.10	Přímočarostí svých kolegů byl zaskočen i Vladimír Mečiar , když se <<prep:s>> Václavem <<f%ACMP:Klausem>> <<verb:připojili>> ke zbytku delegací a dověděli se , o čem je vlastně řeč . 	ACMP	community
pdtsc_050_3.03.t##16.2	Psovod , který ji měl přede mnou , <<prep:s>> <<f%ACMP:ní>> <<verb:nesložil>> zkoušky , tak když mně ji přidělovali , slíbili mně , že ji dostanu do civilu . 	REG	regard
pdtsc_106_3.06.t##36.1	Jelikož jsem to měl ještě skoro rok , když se už narodil syn , tak jsme v tom <<verb:jezdili>> i <<prep:se>> <<f%ACMP:synem>> . 	ACMP	community	MEANS	transport
pdtsc_046_1.01.t##38.11	S těmi hochy o pět let staršími tam byl ale takový zážitek , že <<verb:skákali>> <<prep:s>> vlastnoručně vyrobenými <<f%MEANS:padáky>> . 	MEANS	transport
pdtsc_126_2.10.t##14.3	<<verb:Jezdíme>> se <<prep:s>> <<f%ACMP:nimi>> koupat nebo když si rodiče potřebujou někam vyrazit , tak u nich spíme . 	ACMP	community
pdtsc_085_1.11.t##28.6	Manžel viděl , že lidé , kteří <<verb:nastoupili>> do zemědělství <<prep:s>> dobrými <<f%ACMP:úmysly>> hospodařit , jsou buď vyhnáni nebo musí pracovat za špatných podmínek , které si nepředstavovali , když tam šli . 	MANN	of-agent
pdtsc_064_2.01.t##5.2	<<verb:Trávila>> jste <<prep:s>> <<f%ACMP:nimi>> hodně času nebo jste měli rozdílné zájmy ? 	ACMP	community
wsj1502.cz.t##35.6	Tichomořské lodní linky mají v úmyslu <<verb:zvýšit>> sazby za přepravu kontejnerů obsahujících zboží vyvážené ze Spojených států do Asie o 10 % <<prep:s>> <<f%ACMP:účinností>> od příštího dubna . 	TSIN	validity
wsj1735.cz.t##44.8	Hledáme něco , co roste rychleji a <<verb:prodává>> se <<prep:se>> srovnatelným <<f%ACMP:násobkem>> ( cena - příjmy ) . " 	MANN	of-result
pdtsc_081_3.09.t##28.1	<<verb:Měla>> jste <<prep:s>> <<f%REG:přípravou>> svatby hodně práce ? 	REG	regard
ln94205_73.t##27.1	Zatímco skupinky nacionalistů mávaly zelenými , oranžovými a bílými trikolorami před policejními stanicemi , <<verb:hleděli>> ulsterští protestanté na příměří vyhlášené IRA <<prep:s>> krajní <<f%ACMP:nedůvěrou>> . 	MANN	of-event
pdtsc_078_3.08.t##33.10	Tohle byla taková hezká skupinka , tak jsem se <<prep:s>> <<f%ACMP:ní>> nechala <<verb:vyfotit>> . 	ACMP	community	MANN
wsj2124.cz.t##21.1	Po pátečním poklesu <<verb:provedla>> Perrittova firma statistické testy u 100 vysoce kvalitních akcií <<prep:s>> <<f%MEANS:použitím>> staromódních kritérií pro hodnotu , sestavených Benjaminem Grahamem , analytikem a autorem z třicátých a čtyřicátých let 20 . století , který je všeobecně považován za otce moderní analýzy cenných papírů . 	MEANS	tool-abstract
pdtsc_072_2.04.t##27.5	Kdo chtěl <<verb:vzal>> si <<prep:s>> <<f%MANN:sebou>> i sjezdovky a jezdil na Klínovec . 	MANN	idiom
wsj2341.cz.t##1.15	Má se za to , že příjmy většiny hlavních národních farmaceutických výrobců se ve třetím čtvrtletí čile pohnuly kupředu , protože tyto společnosti si <<verb:vedly>> mimořádně dobře <<prep:s>> novějšími dobře prodejnými <<f%REG:léky>> na předpis . 	REG	regard
wsj2372.cz.t##51.1	- <<prep:s>> <<f%MANN:účinností>> od 6 . června 1989 by byla <<verb:zaplněna>> skulina v zákoně týkající se plánů přednostního prodeje akcií vlastním zaměstnancům ( ESOP ) , které byly zneužívány investičními bankami při přebírání kontroly nad nějakou společností . 	TSIN	validity
pdtsc_051_2.05.t##28.1	I do Polska jsme se <<prep:s>> <<f%ACMP:nimi>> <<verb:vydali>> . 	ACMP	community		
pdtsc_120_1.01.t##23.18	Pro mě to bude první setkání po těch víc než padesáti letech , kdy se uvidím s těmi spolužáky , co jsem <<prep:s>> <<f%ACMP:nimi>> <<verb:chodila>> do třídy . 	ACMP	community
ln94207_90.t##40.45	Neníť tu potřeba ostruh ani biče , sami běžíme do maštale nepravostí jako kůň k svýmu žlabu . . . nestydíme se a neostejcháme výti s vlky , ululare cum lupis , štěkati a vrčeti a kousati se psy , sypěti s hady , kočkovati se s kočkami , smrděti s kozly , <<verb:pískat>> a hvízdat <<prep:s>> <<f%ACMP:ovčáky>> , křepčit se skotáky . 	ACMP	community
pdtsc_063_2.03.t##6.8	Říkám : " Pojď , <<verb:máme>> tady <<prep:s>> <<f%LOC:sebou>> ryby , které dělala manželka . 	MANN	idiom
ln94200_170.t##28.1	<<prep:S>> blížícími se <<f%ACMP:volbami>> <<verb:přituhlo>> . 	COND	progressively
pdtsc_042_1.01.t##36.10	Bylo jich několik , byli to většinou zase ti , <<prep:s>> <<f%ACMP:kterými>> jsme <<verb:hráli>> tu českou házenou . 	ACMP	community
ln94209_50.t##40.5	Co se stane s lidmi , kteří <<prep:s>> velkými <<f%MANN:oběťmi>> <<verb:udržovali>> bezpečnost v provincii a najednou budou bez práce ? 	MANN	of-result
pdtsc_076_1.00.t##21.1	Ano , <<verb:řezal>> jsem <<prep:s>> <<f%MEANS:ní>> . 	MEANS	tool		
pdtsc_107_3.07.t##23.4	Potom <<verb:šel>> na operaci <<prep:se>> <<f%REG:srdcem>> , skončil . 	REG	regard
wsj1213.cz.t##68.1	Dluhopisy <<verb:získala>> skupina Goldman , Sachs & Co . <<prep:s>> reálnou úrokovou <<f%ACMP:mírou>> 7.17 % . 	EXT	adequately	MANN	of-result
wsj0660.cz.t##1.1	Společnost Montedison S . p . A . <<prep:s>> konečnou <<f%MANN:platností>> <<verb:souhlasila>> s nákupem všech veřejně držených akcií společnosti Erbamont N . V . za 37 dolarů na akcii . 	OTHER	other		
pdtsc_095_3.01.t##16.2	Pokud to <<verb:jde>> <<prep:s>> tím desetiletým <<f%COND:rozdílem>> , tak myslím , že se máme dosud rádi . 	MANN	of-agent		
ln94205_136.t##23.4	Anebo si představujete , že cizinci vám budou i nadále <<prep:s>> <<f%ACMP:úsměvem>> <<verb:nastavovat>> peněženky jenom proto , že na to mají a že koruna je za dvacet centimů ? 	MANN	of-event
ln94205_130.t##36.1	<<verb:Vezeme>> <<prep:s>> <<f%DIR3:sebou>> jen jídlo do stěny a vlastní lezecké vybavení . 	MANN	idiom
wsj2109.cz.t##10.1	Časopis se 101 letou tradicí se nikdy o inzerenty nemusel <<verb:ucházet>> <<prep:s>> takovou <<f%MANN:horlivostí>> . 	EXT	large	MANN	of-event
ln95047_060.t##30.12	Učitelé by totiž měli ovládat znakovou řeč tak , aby se <<prep:s>> <<f%MEANS:ní>> byli nejen schopni <<verb:dorozumět>> se svými žáky , ale aby její pomocí dokázali předávat informace , vykládat učivo . 	MEANS	tool	MEANS	tool-abstract
ln94209_97.t##3.1	Al Unser jr . <<prep:s>> <<f%ACMP:vozem>> Penske Ilmor <<verb:vyhrál>> GP Kanady amerického mistrovství automobilů formule IndyCar . 	MANN	of-agent
wsj1657.cz.t##36.14	Před několika měsíci se Bushova administrativa rozhodla tuto spolupráci ukončit a nechala Rádio Kostarika <<verb:fungovat>> <<prep:s>> žebráckým <<f%ACMP:rozpočtem>> . 	MANN	of-event	MANN	of-agent
pdtsc_073_3.07.t##50.5	Nechtěli autem , protože jsme vždycky <<verb:měli>> <<prep:s>> <<f%MANN:sebou>> slivovici . 	MANN	idiom
wsj1917.cz.t##2.1	Společnost Lionel též <<verb:tlačí>> vlastníky svých akcií a dlužníky , aby tyto cenné papíry nenabízeli , <<prep:se>> <<f%MEANS:slovy>> , že chce zůstat nezávislá , aby se mohla řídit svou obchodní strategií . 	MANN	of-event	MEANS	tool-abstract
pdtsc_049_3.08.t##5.1	Jak říkám , do Jugoslávie jsem <<verb:jezdila>> <<prep:se>> <<f%ACMP:sestrou>> , díky tomu , že měli možnost tam jezdit na dovolenou od podniku . 	ACMP	community
pdtsc_082_2.01.t##38.1	Takže <<verb:jezdíte>> jenom <<prep:s>> <<f%ACMP:manželkou>> ? 	ACMP	community
pdtsc_120_1.01.t##27.10	Teď se o mně nějak dozvěděli zase od jiné holky , která taky <<verb:chodila>> <<prep:s>> <<f%ACMP:námi>> do třídy a se kterou jsem se potom stýkala . 	ACMP	community
pdtsc_076_1.04.t##47.14	Protože shromažďuju cédéčka , která vypálím , do pouzder , které každé obsahuje čtyřicet cédéček , pravidelně jich <<verb:vozím>> třeba deset <<prep:s>> <<f%MANN:sebou>> a probírám si je tam . 	MANN	idiom
wsj0128.cz.t##2.3	Důvod : Rizika nových aktivit firem v oblasti " komerčního bankovnictví " se <<verb:zvyšují>> <<prep:s>> <<f%TPAR:ochuzováním>> příjmů z tradičních obchodů v tomto odvětví . 	COND	progressively
pdtsc_037_1.03.t##37.12	Na výplaty tam byl volský ocas , <<prep:s>> <<f%MEANS:tím>> to bolí , <<verb:řeže>> . 	MEANS	tool
wsj0037.cz.t##32.7	To všechno muselo být pro Katzensteina , který <<verb:přišel>> do společnosti Sony <<prep:s>> <<f%ACMP:diplomy>> z ekonomiky a informatiky a měl ambice vynalézt další walkman , neuvěřitelně frustrující . 	MANN	of-agent
pdtsc_078_3.00.t##10.1	<<verb:Začněme>> třeba <<prep:s>> <<f%ACMP:touhle>> . 	MANN	of-event	OTHER	other
wsj1490.cz.t##8.1	Akcie aerolinií se obvykle <<verb:prodávají>> <<prep:se>> <<f%ACMP:slevou>> kolem jedné třetiny z poměru tržní cena akcie - zisk na akcii , který je v současné době asi 13 násobek zisku . 	MANN	of-event
pdtsc_107_3.05.t##8.5	Tady je všechna technika , <<prep:s>> <<f%MEANS:kterou>> jsem <<verb:jezdil>> . 	MEANS	transport	MANN	of-agent
pdtsc_047_1.04.t##36.1	Vždycky <<verb:bereme>> <<prep:s>> <<f%MANN:sebou>> vnoučata po třech . 	MANN	idiom
pdtsc_035_2.06.t##33.5	" Počkejte , já <<prep:s>> <<f%MANN:sebou>> <<verb:vezmu>> nějaké cigarety a alkohol . " 	MANN	idiom
ln94205_118.t##65.9	Fr . Barát , trenér Bohemians : Domácí <<verb:hráli>> <<prep:s>> <<f%MANN:nadšením>> a vítězství si zasloužili . 	MANN	of-event
pdtsc_132_2.07.t##20.13	Když jsme to viděli , říkali jsme : " Letíme tím letadlem tamhle a <<verb:máme>> <<prep:s>> <<f%LOC:sebou>> malého . 	MANN	idiom
wsj1163.cz.t##20.6	V těchto " Letních hostech " jsou okamžiky , kdy postavy obývající rozlehlý několikapatrový venkovský dům ( který navrhla Victoria Petrovichová a vypadá jako karikatura na Franka Lloyda Wrighta ) <<verb:chrlí>> filozofické bonmoty <<prep:se>> sebevědomým ratatata <<f%MANN:rytmem>> komedie " Laugh In ( Zasmát se ) " . 	MANN	of-event
ln94210_92.t##9.1	<<prep:S>> <<f%MANN:trochou>> zjednodušení <<verb:lze>> říci , že se snažíme dospět do stavu , kdy společnost určuje pouze jakýsi základní rámec , pravidla hry , a univerzity se svobodně pohybují v tomto širokém prostoru . 	EXT	adequately		
wsj1120.cz.t##23.1	A Ministerstvo zahraničí <<verb:pracuje>> samo pro sebe <<prep:s>> <<f%MEANS:podporou>> japonských diplomatů , kteří štědře rozhazují peníze určené na pomoc po celém světě , aby si zajistili , že jejich místo u večerní tabule bude hned vedle hostitele . 	MEANS	mediator
pdtsc_060_2.11.t##18.1	<<verb:Jezdíte>> <<prep:s>> <<f%ACMP:manželem>> často ? 	ACMP	community
wsj0405.cz.t##40.1	I když by Japonsko považovalo sovětskou technologii za žádoucí , <<verb:přinášely>> by takové diskuze <<prep:s>> <<f%MANN:sebou>> spoustu politických komplikací . 	MANN	idiom
pdtsc_105_3.06.t##39.3	Myslím si , že se <<verb:dělalo>> <<prep:s>> <<f%ACMP:přestávkami>> asi tak od půl deváté do čtyř , do pěti . 	ACMP	association	CIRC	side-effect
pdtsc_064_2.11.t##44.12	Mám celý důchod , zůstala mi ještě nějaká koruna , takže teď mohu <<prep:s>> <<f%ACMP:přítelkyní>> <<verb:cestovat>> . 	ACMP	community
pdtsc_071_2.07.t##32.5	To bylo jediné , pak už jsme <<prep:se>> <<f%MEANS:zbraní>> jenom <<verb:cvičili>> . 	MEANS	tool
ln94200_64.t##25.25	Úspěšný vývoj této země v posledních letech se opírá o značně iracionální makroekonomický fenomén očekávání , ochota občanů přežít seriál cenových šoků stojí a <<verb:padá>> <<prep:s>> <<f%ACMP:důvěrou>> k vládě . 	COND	relation	COND	progressively
wsj0034.cz.t##15.2	Soukromí investoři se <<prep:s>> <<f%TPAR:léty>> od burzy <<verb:odvracejí>> a investiční firmy se snaží najít produkty , které by se makléřům dobře prodávaly . 	COND	progressively
faust_2010_07_jh_08.t##47.7	[ $ $ ] Další makléři odcházejí z velkých firem , <<verb:berou>> investory <<prep:s>> <<f%MANN:sebou>> 	MANN	idiom
wsj0374.cz.t##48.12	Několik spolehlivých akcií vykázalo silné zisky , kterým nahrály zvláštní faktory , avšak většina akcií <<verb:uzavřela>> <<prep:s>> malou <<f%ACMP:změnou>> . 	MANN	of-result
faust_2010_07_jh_01.t##26.5	Chtěl bych jít a <<verb:užívat>> krásnou lásku <<prep:s>> <<f%ACMP:někým>> , kdo vidí krásu ve stvoření přírody a zakoušení Boha . 	ACMP	community
ln94205_55.t##3.1	Kam , proč a <<prep:s>> jakým <<f%ACMP:záměrem>> chce vláda <<verb:vysílat>> na rozhlasových vlnách do zahraničí ? 	AIM	intent
wsj1732.cz.t##4.1	<<prep:Se>> vší <<f%MOD:pravděpodobností>> <<verb:plánuje>> koncern se sídlem v Los Angeles prodej svých podílů celkem ve 36 hotelích , zatímco korporace prodá své podíly na řízení ve 32 z těchto objektů . 	MOD	mod		
wsj0367.cz.t##2.1	A <<prep:s>> <<f%ACMP:ním>> <<verb:jede>> až 50 zaměstnanců firmy Specialized Bicycle Components Inc . 	ACMP	community
pdtsc_034_2.02.t##50.3	<<verb:Žila>> potom <<prep:s>> <<f%LOC:námi>> , byla z Liberce . 	ACMP	community
wsj0587.cz.t##12.1	Španělská socialistická strana <<verb:oznámila>> vítězství v celonárodních volbách <<prep:se>> <<f%MANN:slovy>> , že parlamentní většinu si o jedno místo uhájila . 	MANN	of-event	CIRC	side-effect
pdtsc_033_2.02.t##2.1	Úkol se <<verb:splnil>> , a řeknu to rovnou , <<prep:s>> odřenými <<f%MANN:zády>> . 	MANN	of-result
wsj1418.cz.t##32.1	<<prep:S>> <<f%TPAR:nárůstem>> výnosů generálních obligací New Yorku se index generálních obligací 20 vybraných obligací podle publikace Bond Buyer , nejvíce sledované měřítko trhu nezdanitelných dluhopisů , v týdnu , který skončil 19 . října , <<verb:držel>> na stálých 7.19 % . 	COND	progressively	MANN	of-result
ln95048_002.t##16.4	Na obchodní místo RM - S je nejlépe <<verb:dostavit>> se osobně <<prep:s>> platným občanským <<f%ACMP:průkazem>> . 	MANN	of-agent
pdtsc_029_2.11.t##24.1	Letos mě <<verb:vzal>> dokonce <<prep:s>> <<f%MANN:sebou>> do Davosu . 	MANN	idiom
wsj0590.cz.t##21.18	Senátor Boren oznámil šťastně novinářům , že s Bílým domem došli ke " vzájemnému porozumění " a že Výbor nabídl Bushovi " <<verb:začít>> <<prep:s>> čistým <<f%ACMP:stolem>> " , tj . bez překážek postavených v letech Reaganovy vlády . 	MANN	idiom	MANN	of-event
pdtsc_060_2.03.t##44.1	Obě jsme <<prep:s>> <<f%LOC:sebou>> <<verb:měly>> láhev od mlíka a pepř , protože jsem si někde přečetla , že kašpárek se dostal z pekla tím , že nasypal čertům u vrátnice pepř do očí . 	MANN	idiom
wsj1280.cz.t##10.2	Zatímco provozovatelé licence <<verb:měli>> <<prep:s>> <<f%REG:udržením>> prodeje obtíže , obchody provozované společností McDonald ' s uvedly za devět měsíců silný nárůst , kdy prodej na jednotku provozovanou společností vzrostl o 20000 dolarů . 	REG	regard
ln94210_97.t##5.1	Čech si snad <<prep:s>> <<f%COND:trochou>> fantazie dovede <<verb:představit>> , co může lákat čilou americkou komunitu v Praze na Čapkově R . U . R . , Goldflamově Agatománii či Kohoutově Požáru v suterénu . 	CIRC	condition	COND	because
cmpr9415_003.t##33.1	<<verb:Sledují>> pohyb zásilek doslova <<prep:se>> <<f%ACMP:stopkami>> v ruce . 	MANN	of-event		
